code,chapter_prefix,chapter_name,parent,title,description,synonyms,level
A82,A,Certain infectious and parasitic diseases,,Sepsis (category),Sepsis within Certain infectious and parasitic diseases. Category-level grouping.,sepsis|Sepsis disorder|Sepsis disease,category
I66.081,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 081,Cerebrovascular disease - variant 081 specific presentation or complication.,cerebrovascular disease - variant 081|cerebrovascular|unspecified,leaf
I22.081,I,Diseases of the circulatory system,I22,Arrhythmia - variant 081,Arrhythmia - variant 081 specific presentation or complication.,arrhythmia - variant 081|arrhythmia|unspecified,leaf
J52.081,J,Diseases of the respiratory system,J52,Pneumonia - variant 081,Pneumonia - variant 081 specific presentation or complication.,pneumonia - variant 081|pneumonia|unspecified,leaf
J60.081,J,Diseases of the respiratory system,J60,Asthma - variant 081,Asthma - variant 081 specific presentation or complication.,asthma - variant 081|asthma|unspecified,leaf
J35.081,J,Diseases of the respiratory system,J35,COPD - variant 081,COPD - variant 081 specific presentation or complication.,copd - variant 081|copd|unspecified,leaf
J18.081,J,Diseases of the respiratory system,J18,Respiratory failure - variant 081,Respiratory failure - variant 081 specific presentation or complication.,respiratory failure - variant 081|respiratory|unspecified,leaf
K13.081,K,Diseases of the digestive system,K13,Gastritis - variant 081,Gastritis - variant 081 specific presentation or complication.,gastritis - variant 081|gastritis|unspecified,leaf
K19.081,K,Diseases of the digestive system,K19,Peptic ulcer - variant 081,Peptic ulcer - variant 081 specific presentation or complication.,peptic ulcer - variant 081|peptic|unspecified,leaf
K26.081,K,Diseases of the digestive system,K26,Liver disease - variant 081,Liver disease - variant 081 specific presentation or complication.,liver disease - variant 081|liver|unspecified,leaf
K20.081,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 081,Pancreatic disorder - variant 081 specific presentation or complication.,pancreatic disorder - variant 081|pancreatic|unspecified,leaf
K36.081,K,Diseases of the digestive system,K36,IBD - variant 081,IBD - variant 081 specific presentation or complication.,ibd - variant 081|ibd|unspecified,leaf
M80.081,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 081,Osteoarthritis - variant 081 specific presentation or complication.,osteoarthritis - variant 081|osteoarthritis|unspecified,leaf
M74.081,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 081,Rheumatoid arthritis - variant 081 specific presentation or complication.,rheumatoid arthritis - variant 081|rheumatoid|unspecified,leaf
M69.081,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 081,Low back pain - variant 081 specific presentation or complication.,low back pain - variant 081|low|unspecified,leaf
M54.081,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 081,Osteoporosis - variant 081 specific presentation or complication.,osteoporosis - variant 081|osteoporosis|unspecified,leaf
N32.081,N,Diseases of the genitourinary system,N32,CKD - variant 081,CKD - variant 081 specific presentation or complication.,ckd - variant 081|ckd|unspecified,leaf
N24.081,N,Diseases of the genitourinary system,N24,UTI - variant 081,UTI - variant 081 specific presentation or complication.,uti - variant 081|uti|unspecified,leaf
N38.081,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 081,Nephrolithiasis - variant 081 specific presentation or complication.,nephrolithiasis - variant 081|nephrolithiasis|unspecified,leaf
N48.081,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 081,Prostate disorder - variant 081 specific presentation or complication.,prostate disorder - variant 081|prostate|unspecified,leaf
N77.081,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 081,Gynecologic disorder - variant 081 specific presentation or complication.,gynecologic disorder - variant 081|gynecologic|unspecified,leaf
A82.082,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 082,Sepsis - variant 082 specific presentation or complication.,sepsis - variant 082|sepsis|unspecified,leaf
A79.082,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 082,Viral infection - variant 082 specific presentation or complication.,viral infection - variant 082|viral|unspecified,leaf
A25.082,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 082,Bacterial infection - variant 082 specific presentation or complication.,bacterial infection - variant 082|bacterial|unspecified,leaf
A26.082,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 082,Mycosis - variant 082 specific presentation or complication.,mycosis - variant 082|mycosis|unspecified,leaf
A73.082,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 082,Parasitic disease - variant 082 specific presentation or complication.,parasitic disease - variant 082|parasitic|unspecified,leaf
C19.082,C,Neoplasms,C19,Malignant neoplasm of organ - variant 082,Malignant neoplasm of organ - variant 082 specific presentation or complication.,malignant neoplasm of organ - variant 082|malignant|unspecified,leaf
C76.082,C,Neoplasms,C76,Benign neoplasm - variant 082,Benign neoplasm - variant 082 specific presentation or complication.,benign neoplasm - variant 082|benign|unspecified,leaf
C23.082,C,Neoplasms,C23,In situ neoplasm - variant 082,In situ neoplasm - variant 082 specific presentation or complication.,in situ neoplasm - variant 082|in|unspecified,leaf
C25.082,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 082,Neoplasm of uncertain behavior - variant 082 specific presentation or complication.,neoplasm of uncertain behavior - variant 082|neoplasm|unspecified,leaf
E25.082,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 082,Type 2 diabetes - variant 082 specific presentation or complication.,type 2 diabetes - variant 082|type|unspecified,leaf
E90.082,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 082,Thyroid disorder - variant 082 specific presentation or complication.,thyroid disorder - variant 082|thyroid|unspecified,leaf
E19.082,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 082,Lipid disorder - variant 082 specific presentation or complication.,lipid disorder - variant 082|lipid|unspecified,leaf
E22.082,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 082,Obesity - variant 082 specific presentation or complication.,obesity - variant 082|obesity|unspecified,leaf
E89.082,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 082,Electrolyte imbalance - variant 082 specific presentation or complication.,electrolyte imbalance - variant 082|electrolyte|unspecified,leaf
F64.082,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 082,Major depressive disorder - variant 082 specific presentation or complication.,major depressive disorder - variant 082|major|unspecified,leaf
F62.082,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 082,Anxiety disorder - variant 082 specific presentation or complication.,anxiety disorder - variant 082|anxiety|unspecified,leaf
F91.082,F,Mental and behavioural disorders,F91,Substance use disorder - variant 082,Substance use disorder - variant 082 specific presentation or complication.,substance use disorder - variant 082|substance|unspecified,leaf
F26.082,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 082,Schizophrenia spectrum - variant 082 specific presentation or complication.,schizophrenia spectrum - variant 082|schizophrenia|unspecified,leaf
G13.082,G,Diseases of the nervous system,G13,Epilepsy - variant 082,Epilepsy - variant 082 specific presentation or complication.,epilepsy - variant 082|epilepsy|unspecified,leaf
G59.082,G,Diseases of the nervous system,G59,Parkinsonism - variant 082,Parkinsonism - variant 082 specific presentation or complication.,parkinsonism - variant 082|parkinsonism|unspecified,leaf
G97.082,G,Diseases of the nervous system,G97,Migraine - variant 082,Migraine - variant 082 specific presentation or complication.,migraine - variant 082|migraine|unspecified,leaf
G64.082,G,Diseases of the nervous system,G64,Neuropathy - variant 082,Neuropathy - variant 082 specific presentation or complication.,neuropathy - variant 082|neuropathy|unspecified,leaf
I37.082,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 082,Hypertensive disease - variant 082 specific presentation or complication.,hypertensive disease - variant 082|hypertensive|unspecified,leaf
I55.082,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 082,Ischemic heart disease - variant 082 specific presentation or complication.,ischemic heart disease - variant 082|ischemic|unspecified,leaf
I38.082,I,Diseases of the circulatory system,I38,Heart failure - variant 082,Heart failure - variant 082 specific presentation or complication.,heart failure - variant 082|heart|unspecified,leaf
I66.082,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 082,Cerebrovascular disease - variant 082 specific presentation or complication.,cerebrovascular disease - variant 082|cerebrovascular|unspecified,leaf
I22.082,I,Diseases of the circulatory system,I22,Arrhythmia - variant 082,Arrhythmia - variant 082 specific presentation or complication.,arrhythmia - variant 082|arrhythmia|unspecified,leaf
J52.082,J,Diseases of the respiratory system,J52,Pneumonia - variant 082,Pneumonia - variant 082 specific presentation or complication.,pneumonia - variant 082|pneumonia|unspecified,leaf
J60.082,J,Diseases of the respiratory system,J60,Asthma - variant 082,Asthma - variant 082 specific presentation or complication.,asthma - variant 082|asthma|unspecified,leaf
J35.082,J,Diseases of the respiratory system,J35,COPD - variant 082,COPD - variant 082 specific presentation or complication.,copd - variant 082|copd|unspecified,leaf
J18.082,J,Diseases of the respiratory system,J18,Respiratory failure - variant 082,Respiratory failure - variant 082 specific presentation or complication.,respiratory failure - variant 082|respiratory|unspecified,leaf
K13.082,K,Diseases of the digestive system,K13,Gastritis - variant 082,Gastritis - variant 082 specific presentation or complication.,gastritis - variant 082|gastritis|unspecified,leaf
K19.082,K,Diseases of the digestive system,K19,Peptic ulcer - variant 082,Peptic ulcer - variant 082 specific presentation or complication.,peptic ulcer - variant 082|peptic|unspecified,leaf
K26.082,K,Diseases of the digestive system,K26,Liver disease - variant 082,Liver disease - variant 082 specific presentation or complication.,liver disease - variant 082|liver|unspecified,leaf
K20.082,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 082,Pancreatic disorder - variant 082 specific presentation or complication.,pancreatic disorder - variant 082|pancreatic|unspecified,leaf
K36.082,K,Diseases of the digestive system,K36,IBD - variant 082,IBD - variant 082 specific presentation or complication.,ibd - variant 082|ibd|unspecified,leaf
M80.082,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 082,Osteoarthritis - variant 082 specific presentation or complication.,osteoarthritis - variant 082|osteoarthritis|unspecified,leaf
M74.082,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 082,Rheumatoid arthritis - variant 082 specific presentation or complication.,rheumatoid arthritis - variant 082|rheumatoid|unspecified,leaf
M69.082,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 082,Low back pain - variant 082 specific presentation or complication.,low back pain - variant 082|low|unspecified,leaf
